029|救援少女之一使用翠雀代号|身份|TRUE|A|ROLE_RESTRICTED|兵触三由小璐称呼获知；不是知道矢或林；另拆工触十一死讯。
030|麻雀袭击的蓝色少女是矢车菊|秘密身份|TRUE|A|SECRET|麻雀通过监视试探旧照比对；原文明确没分享，不给摩丝自动同步。
031|福利院的新人可能已陷危险|战斗情报|TRUE|A|PRIVATE|翠当时仅按失联定位与敌言推测；不能读取并行战况。
032|林昀与王腾飞认出的矢车菊存在同一身份关联|秘密身份|TRUE|A|SECRET|只赋王有限关联；另拆“男身是女孩伪装”的错误方向。
033|福利院新人合战击退了兵触三的进攻|战斗情报|TRUE|A|ROLE_RESTRICTED|翠获事后战报，不亲见所有白魔细节；敌死亡另有截击过程。
034|樱曾经救过白静萱|历史事件|TRUE|A|PRIVATE|白原知救援者；林到EV0032才获知这次交集。
035|翠雀的旧代号是矢车菊|秘密身份|TRUE|A|SECRET|刘辨认、小璐拼接、陆蓝线验证分别建节点，非同步揭晓。
036|樱只是离开方亭，仍可与白静萱重逢|生死状态|FALSE|A|PRIVATE|翠的隐瞒让白误解；后蛾战死讯修正，另有安死亡真命题。
037|樱案存在黑烬方面的调查线索|事件真相|TRUE|A|ORGANIZATION_INTERNAL|确认猫眼通报的线索，不将其升为全案定论；红被请离。
038|薄雪的当期治疗能修好翠雀旧本相伤|能力限制|FALSE|A|PRIVATE|EV0035暗试无可感改善，仅本次/当期能力，非永世无法治疗。
039|旧方亭队按林安、玛、苏、红逐步组成|历史事件|TRUE|A|PRIVATE|给读者的旧队回忆不等夏已听全；夏口述范围另绑当代EV0039。
040|翠雀在生日出游时向夏凉表示双方是朋友伙伴|人际关系|TRUE|A|PRIVATE|承诺/表态本身可证，不等恋爱确立或知道夏全部内心。
041|=035|夏凉在咖啡店阶段获旧名；与其他主体分人分时合并。
042|林昀原本是女性，后来变成男性|秘密身份|FALSE|A|PRIVATE|夏的推理方向错误且EV0110未完成纠正；不等否定女王所述身体来源仍待核。
043|猫尾调查队在柏安失踪|战斗情报|TRUE|A|ORGANIZATION_INTERNAL|历史失联阶段；后来获救返国，不能留成末态失踪。
044|翠雀将暂离方亭赴柏安并安排留守教学|计划|TRUE|A|ROLE_RESTRICTED|本人明确安排，只传播公开行程和课程。
045|白蓟验到翠雀出示的认证牌写着矢车菊|身份|TRUE|A|ROLE_RESTRICTED|读牌现象不等理解承继或男身；不与完整035认同自动合并。
046|木百合被林昀暗算、再获另一个人翠雀救助|事件真相|FALSE|A|PRIVATE|实际是木误伤自己；没目击解变，不能以救援印象自动纠正同一性。
047|猫尾队从爪痕线转查黑烬且出现多起失踪|战斗情报|TRUE|A|ORGANIZATION_INTERNAL|猫尾→灯→翠的任务线索；22为转述估数，不是普遍统计真值。
048|黑烬供词中有军、卫、侍等层级|组织存在|TRUE|A|ORGANIZATION_INTERNAL|确认蛛说过这些分类；具体制度与全部地区组织图仍只到口供D。
049|本次蛛巢的覆盖网影响缠绕拘束|能力机制|TRUE|A|ROLE_RESTRICTED|翠提出解释并令灯破网成功；只支持本次操作，不给全原理。
050|至少另四城出现类似异常线索|战斗情报|TRUE|A|ORGANIZATION_INTERNAL|猫尾报告及调查成果，尚非翠亲访四城。
051|白静萱已经觉醒天音|能力机制|TRUE|A|ROLE_RESTRICTED|出差时女孩们未告翠，后实际见到不再UNAWARE；不前置四韵律。
052|白静萱首次见到林昀的男性日常形态|身份|TRUE|A|PRIVATE|认识这张脸不等知道他是翠雀。
053|月圆节当晚林昀收到新的危险警告|战斗情报|TRUE|A|PRIVATE|林→红私下转述，不证明局员全知或警告已上报。
054|局中部分残兽由职员被缝合而成|事件真相|TRUE|A|SECRET|物品、行为和不还击先支持推理，后实际救回印证；不等全局所有人如此。
055|红思与受控制而不能自由说出幕后信息|私人秘密|TRUE|A|HIGHLY_SECRET|行为征象→受控回忆揭示；禁想遗忘须另保留知识下降。
056|林昀与安雅准备订婚|家庭关系|TRUE|A|PRIVATE|红由安主动宣布获知，不是当天已经结婚。
057|红思与遭摩丝暗算并持续受控|事件真相|TRUE|A|HIGHLY_SECRET|回忆给读者；不能给当时未听全述的翠一份完整囚禁经历。
058|警告手机对应的接收者是一位巡查使|组织成员|TRUE|A|SECRET|红只告诉妮妮巡查使，不等告诉男身真名。
059|匿名警告链由红交手机给妮妮而启动|事件真相|TRUE|A|HIGHLY_SECRET|读者后来知道来源；林当时仅接到匿名片段，不自动获手机来历。
060|紅思与本次仍能被救回人形|伤势|TRUE|A|PRIVATE|她原以为无救，醒后亲见感官恢复；不证明所有同类均可救。
061|摩丝的黑烬身份是蛾|秘密身份|TRUE|A|SECRET|敌公开自报给现场三新人；不等方亭公众全部知晓。
062|樱已死且是小璐的母亲|家庭关系|TRUE|A|PRIVATE|拆死讯与母女关系分别跟踪；白受刺激昏迷，后续敌话不再自动听到。
063|摩丝使用嵌入魔力源的人兽改造技术|能力机制|TRUE|A|SECRET|口供说明与救援现象部分相印；人物女儿经历/控诉不一并A。
064|巨蛾影子覆盖范围限制其夺魔作用|能力限制|TRUE|A|ROLE_RESTRICTED|翠试线、敌补盖支持实战规则；精确全机制仍不授予。
065|翠雀奇境在此战分离兽概念救回缝合者|能力机制|TRUE|A|ROLE_RESTRICTED|分离实证推翻此前无救判断；剪损和建筑未复原保留。
066|翠雀与白玫的父亲是同一主体|秘密身份|TRUE|A|HIGHLY_SECRET|摩丝临死私语才领会，不将此提前到双祭子报告。
067|翠雀曾赴柏安且与方亭有关联|地点|TRUE|A|PRIVATE|木描外观和名字→玛辨认，确认踪迹不等知当下行程。
068|疑携樱宝石的被追小队已全灭|事件真相|UNKNOWN|D|ORGANIZATION_INTERNAL|猫眼报告本身带“疑似”；宝石是否在该队及真凶不可强定。
069|林昀已就任方亭异策局局长|身份|TRUE|A|PUBLIC|田办公室见→小父亲承认→木被捕会面；职务公开不等全城实知。
070|就任大会揭出六名潜伏暗子|组织成员|TRUE|A|ORGANIZATION_INTERNAL|限本场证实六人，不等再无暗子；武装计划另拆。
071|祖母绿提出用兽之源协助修复残存本相|计划|TRUE|A|SECRET|方案存在A、可行性解释D；当时尚未手术，另接实际结果。
072|林昀将和翠雀结婚从而共同收养白静萱|家庭关系|FALSE|A|PRIVATE|白误拼婚姻与照护，林翠同一；法律收养从未确认，夏打趣不是误信。
073|白狼曾担任紫钻|秘密身份|TRUE|A|SECRET|祖早期口述D，后叙述补证；兽源分流另拆。
074|湖畔春天绑人和袭局佯攻属于同一陷阱|战斗情报|TRUE|A|ORGANIZATION_INTERNAL|林根据通联搜查推理贯通，不直接获敌方全部预案。
075|兵蜂七说白的父母是黑烬研究员|家庭关系|TRUE|A|HIGHLY_SECRET|明确记录说法发生；出身细节、父母恶意和白害亲不能一起确认。
076|翠雀答应担任白静萱的妈妈式照护者|家庭关系|TRUE|A|PRIVATE|现场和归途承诺，后夏获告；不等法律收养或身份揭露。
077|小璐为曙草付费与母亲形象投射有关|动机认知|TRUE|A|PRIVATE|女孩承认与叙述支持；648误点不等消费习惯普遍结论。
078|鸢接到带走薄雪及矢车菊的额外任务|计划|TRUE|A|SECRET|鸢→塞米只转任务范围，不代表已执行或获目标全身世。
079|陆红豆曾是唐菖蒲、现作为鸢参与爪痕行动|秘密身份|TRUE|A|SECRET|查档及本人回应；不能由蓝线识矢反向推出陆知男身。
080|朝颜已恢复魔力并能参战|能力机制|TRUE|A|ROLE_RESTRICTED|红救援可见；繁开解释只私给翠，另建命题。
081|百武能把气作物理化运用|能力机制|TRUE|A|ROLE_RESTRICTED|翠听鸢解释并剪去该作用，不能推純武術已独立超凡。
082|祖母绿提出为红用本相制作临时本体|计划|TRUE|A|SECRET|方案→治疗后复职证据；不是当时已完成制造。
083|夏凉和白向翠雀转述小璐的商城目击|人际关系|TRUE|A|PRIVATE|是当面转述，未发警告短信不是传播证据。
084|=069|同一职务增加小璐获知节点，不重复设命题。
085|翠雀关爱小璐是因喜欢安雅|动机认知|UNKNOWN|D|PRIVATE|小的单因猜测，不等客观全部动机，且不揭父女同一性。
086|=076|夏在EV0078听翠解释母称承诺，不给她早期全知。
087|林昀准许白静萱叫爸爸并承诺照护|家庭关系|TRUE|A|PRIVATE|情感称呼许可，法律关系F；与翠雀妈妈认知分别存。
088|林昀查得登记生日不等于2月14日|私人秘密|TRUE|A|PRIVATE|童年捡巧克力故事为自述D；查簿与选择纪念日不可混成真实生日。
089|孩子报告的陌生支援少女与翠雀旧识可能相关|身份|UNKNOWN|D|PRIVATE|当时猜旧识，尚未認玛本人；援助者实际木百合。
090|麻生圆香的魔法少女身份是玛格丽特|秘密身份|TRUE|A|SECRET|与林战后互解变身；林的反向身份并入020，各自披露分列。
091|演唱会台上的歌手是当年的玛格丽特|秘密身份|TRUE|A|SECRET|林眼眸确认当代重逢；历史曾知其真名不等演出前认出此人。
092|翠雀与歌手玛格丽特是旧队友|人际关系|TRUE|A|PRIVATE|散场翠告夏/白，不使歌迷知旧队与男性身份。
093|玛在葬礼前已由猫眼得知安雅死讯并受劝阻|历史事件|TRUE|A|PRIVATE|获讯是两年前；EV0083是向林解释，绝非玛此刻首次听死讯。
094|白蓟与小璐进行过造成冲突的私比|人际关系|TRUE|A|PRIVATE|翠经白蓟楼梯道歉、玛解释后来获悉，不是亲见完整私比。
095|两队导师曾将战胜柏安作为参考条件，后撤销|组织权限|TRUE|A|ROLE_RESTRICTED|两次公布时间分别保留；不是国度统一资格制度。
096|翠雀计划借假考生身份赴国度治疗|计划|TRUE|A|SECRET|红较早知，玛60私谈得知；三新人只有另一个有限任务口径。
097|苏胜紫最后通话时称准备独自去间界|计划|TRUE|A|PRIVATE|苏→玛历史通话→林红当代转述；到达/存亡/阵营仍F。
098|翠雀近期出现变身失控和魔丝自行打结|伤势|TRUE|A|PRIVATE|红玛看见现象不等知道侵蚀原因或命运预言。
099|翠雀向夏教授屏障符文与爆术组合|能力机制|TRUE|A|ROLE_RESTRICTED|教学理论→首次实作耗竭；不能预授蛹级必杀成效。
100|浊化模拟偏移而不改变魔力底色|能力机制|TRUE|A|ROLE_RESTRICTED|世界层定性与玛讲解D区分；翠先见表现再听解释。
101|小璐在交流赛主动放出穿防银白魔力|能力机制|TRUE|A|ROLE_RESTRICTED|两导师看清，仍未确认祭子根源；不等吸空白蓟魔力。
102|兽之源在鸢报告时已交祖母绿|事件真相|TRUE|A|SECRET|交付EV0164证实客观；鸢未核实→白狼暂按真，后借回是新的物态。
103|父亲林昀和翠雀正在恋爱|人际关系|FALSE|A|PRIVATE|小一度采用的错误解释→跨年前自己不再相信；未由此识同一人。
104|白静萱在局内称林昀为爸爸|家庭关系|TRUE|A|PRIVATE|熟人听称呼私传，不是公开法律领养公告。
105|林小璐是林昀的亲生女儿|家庭关系|TRUE|A|PRIVATE|陆当面获父女关联；另接变身白玫，不自动识翠与父同一。
106|银屏山装置能破坏防网并引来兽潮|战斗情报|PARTIALLY_TRUE|D|ROLE_RESTRICTED|装置存在，完整破网波动时限来自鸢威胁，拆除后未照单实施验证。
107|鸢的兽变是心解而非魔法少女繁开|能力机制|TRUE|A|ROLE_RESTRICTED|玛初误认，经敌纠正只达局部理解；不含完整心解原理。
108|薄雪在银屏山展现黑绿兽形|能力机制|TRUE|A|ROLE_RESTRICTED|其他同伴此时亲见；不等祭子完整定义、父母秘密。
109|白静萱就是鸢任务要求带走的薄雪|战斗情报|TRUE|A|SECRET|鸢按兽形辨目标，不授予父母及林真身。
110|翠雀杯底的低比例意味着当场濒死|伤势|FALSE|A|PRIVATE|红误将不同容量比例比较；翠纠正，贯胸真实伤势不被取消。
111|塞米是一只来自间界的妖精|身份|TRUE|A|ROLE_RESTRICTED|四追击新人听本人自述；另拆兽形，不自动知和墨过去。
112|塞米此巢可用睁闭眼改变相互感知|能力机制|TRUE|A|ROLE_RESTRICTED|含羞与小逐次试验、广播，保留推理层，不推广所有巢。
113|石塔是辅助装置而非主要储供魔核心|能力机制|TRUE|A|ROLE_RESTRICTED|夏白蓟二查所获，仅该装置。
114|翠雀只把小璐当成樱的替身|动机认知|FALSE|A|PRIVATE|小的怀疑遭翠明确否认；亲生关系和实际照护另有证据。
115|白静萱被黑烬列作祭子|身份|TRUE|A|SECRET|玛听翠说且不懂定义，后薄荷只提供部分释义。
116|龙胆假宝石用于伪造身份记录而不重塑身体|能力限制|TRUE|A|SECRET|祖交付/说明，衣装覆盖另阶段，不授予真实第二本相。
117|=115|小后获白部分交代，夏已先私问；父母与血腥战记仍隐瞒。
118|=069|木被捕会面才知林局长，不知男翠同一。
119|旧书记所记录的异常指向王之门|事件真相|UNKNOWN|D|SECRET|林根据旧文猜测，无法认定具体对象。
120|王钥第三晶石波动预示另一未显形态|能力机制|UNKNOWN|D|PRIVATE|翠当时猜测，不把后期命题理论倒填当时已掌握。
121|木百合被父亲送至琴行后实际上遭遗弃|家庭关系|TRUE|A|PRIVATE|玛向翠转述家史；木仍信寄养，父亲具体后续F。
122|木百合的父亲会回来接她|家庭关系|UNKNOWN|D|PRIVATE|木相信寄养承诺，文本未给回归结果；不能改成客观必不回来。
123|兽之源已转往卢恩诺雷研究所|地点|UNKNOWN|D|SECRET|白狼自称线人核实，限听见餐桌成员；实际转运细节不得补齐。
124|翠雀向三新人说明自己要用假名执行秘密任务|计划|TRUE|A|SECRET|任务口径确有说明，治疗政治全貌未披露。
125|龙胆是一名十岁的真实新人|身份|FALSE|A|PRIVATE|土读伪证形成认识；后揭伪装，不改变登记伪证真实存在。
126|祖母绿本次用爱之源修复翠雀残存宝石|能力机制|TRUE|A|SECRET|操作实证与朋友来源自述D分开；未使旧毁武装回归。
127|妮娜为姐妹同队向石蒜付出回响|动机认知|TRUE|A|PRIVATE|矢询问才明白部分处境；只限同队与照护安排。
128|翠雀治疗后魂痛消失且奇境可再次展开|伤势|TRUE|A|PRIVATE|另拆再献祭风险；保留静养限制和本相损失。
129|陵园摘面具少女是妮娜即墨荷|秘密身份|TRUE|A|PRIVATE|林由见脸和旧识确认，不同于黑猫代号确认。
130|墨荷声称当前为国度执行任务|组织成员|UNKNOWN|D|SECRET|翠听说但存疑；后爪痕联系不等确认任务说辞合法。
131|林昀选择2月14作为纪念生日|私人秘密|TRUE|A|PRIVATE|林→白→小，夏稍后得计划；不同于真实生日或女身身份确认。
132|墨荷当前团队与爪痕有关联|组织成员|TRUE|A|SECRET|沉默时仅怀疑→郁叛逃与同活动合证确认；不等黑猫代号。
133|墨荷团队声称能修复翠雀的魔装损失|计划|UNKNOWN|D|SECRET|墨的承诺与翠听到不证明可行性，另拆知道三次昙开。
134|翠雀收到王冠巧克力后因安雅往事落泪|动机认知|TRUE|A|PRIVATE|小只获简说“往事”，不获得读者可见完整回忆。
135|郁金香正在墨荷身边活动|组织成员|TRUE|A|PRIVATE|翠认其旧名，金蛇号尚未得知。
136|=020|小白对同生日只有巧合解释，不算获同一身份。
137|矢车菊讨厌妮娜|人际关系|FALSE|A|PRIVATE|妮娜先误会，历史战后互谈释疑；不倒填初见信任。
138|=132|从怀疑到关联确认，保留当代时间阈值。
139|郁金香目前使用金蛇代号|秘密身份|TRUE|A|SECRET|祖线人推认告诉翠，个体获讯强度只PARTIAL；读者确认不自动加强其确信。
140|矢车菊已返回国度|身份|TRUE|A|ROLE_RESTRICTED|祖仅先告本席，宴会本人出现；不可扩展整个国度。
141|翠雀有意成为蓝宝石权杖|计划|TRUE|A|SECRET|翠告三新人并要求保密；意向不是正式任命。
142|藏箱的女孩是折鹤兰的女儿|家庭关系|FALSE|A|PRIVATE|拿错箱后临编，职员传播；不证明折是否另有真实子女。
143|本届笔试存在混乱术干扰并获处理|事件真相|TRUE|A|ROLE_RESTRICTED|当届相关人员获公告；使用者动机与全部源头未知。
144|小璐笔试失常不全是未努力背书|事件真相|TRUE|A|PRIVATE|复问与干扰查证纠正自责，不等所有错题皆外因。
145|龙胆是一个与翠雀不同的新人前辈|身份|FALSE|A|PRIVATE|狗根据互动形成有限假身份印象；后自报代号纠正。
146|本场迷宫暗规四公布解谜奖励与专属捷径|组织权限|TRUE|A|ROLE_RESTRICTED|广播此时才生效可知；不提前给规则五。
147|引离能在本次迷宫移开植物墙的局部枝条|能力机制|TRUE|A|ROLE_RESTRICTED|观察植物结构可移，不泛化所有实体墙与直接传人。
148|本场迷宫广播暗规五规定节点全破后出现出口|组织权限|TRUE|A|ROLE_RESTRICTED|后有特殊出口提前公告，旧规则知情与例外分开。
149|墨荷的爪痕代号是黑猫|秘密身份|TRUE|A|HIGHLY_SECRET|旁白201章确认；翠不在密谈，不能接读者记录。
150|=149|保留翠缺席此轮揭露的边界，不新立同命题。
151|测绘队掌握的地图提供迷宫出口候选位置|地点|TRUE|A|ROLE_RESTRICTED|夏以醉的能力情报换地图，候选非出口已证；并未交出穿墙秘密。
152|=147|公开展示用途是后阶段传播，不能回溯成为开场常识。
153|薄荷与箭根薯疑涉黑烬|组织成员|TRUE|A|SECRET|小白先闻兽味→报翠，翠此时只是推测；薄后自承才升级特定部分。
154|薄荷称食祭要求兽子互杀且白属于祭子|能力机制|UNKNOWN|D|SECRET|拆兽子/祭子定义与只能一人活；她所说不等全部仪式结果已证。
155|薄荷提供箭、醉、羊、蛇及自己的黑烬名单|组织成员|TRUE|A|SECRET|供述发生A，名单成员事实各自待证，不扩大完整黑烬名册。
156|薄雪检测数据呈现偏移|能力机制|TRUE|A|ROLE_RESTRICTED|考官只有检测偏移，不等知道兽底色和家庭起源。
157|王钥检测显示具备权杖潜力|能力机制|PARTIALLY_TRUE|D|SECRET|检测和评估支持潜力，不等必获权杖；内部S+与公开SS另条。
158|白玫的正式公示评级是SS|能力机制|TRUE|A|PUBLIC|EV0133公布才公开；之前内部报告S+，不能互换。
159|女王已通过指示渠道关注白玫|政治信息|TRUE|A|ROLE_RESTRICTED|翠获转达，不等知道女王全部目的。
160|王钥尚有不圆满之处|能力限制|UNKNOWN|D|PRIVATE|木棉直觉与战败线索触发翠判断；不是“木芙蓉”已证诊断。
161|樱是小璐的母亲|家庭关系|TRUE|A|PRIVATE|新紫钻由小亲告纠正身份猜测；不等知男性父亲是翠。
162|新紫钻培养小璐的条件包含留国并远离矢车菊|计划|TRUE|A|PRIVATE|小向翠事后转述，翠不在室内；不当女王亲口全套条件。
163|箭根薯血蝠能够从伤口吸取魔力|能力机制|TRUE|A|ROLE_RESTRICTED|小亲历后才可回解首场干瘪；不是当时就知道吸的是什么。
164|王钥基础形态每次析出仅附一次回魔，之后需自充|能力限制|TRUE|A|PRIVATE|不可通过随收随放无限回满；小在云境才明确实际限制。
165|龙胆是矢车菊的女儿|家庭关系|FALSE|A|PRIVATE|小编谎不误信；土狗接收错误，EV0149纠正少女链。
166|龙胆携带秘密任务且考核有内幕|计划|TRUE|A|SECRET|翠仅向土狗掌书提示，未分享敌名单或男身。
167|箭根薯必须维持完整人形才能施符|能力限制|FALSE|A|ROLE_RESTRICTED|小的旧推断被融雾身体实际施符推翻，现象不等完整雾化机制。
168|夏凉在云境末日仍遭追逐|战斗情报|TRUE|A|PRIVATE|翠感知与事后结果，未知风镜陷阱预案。
169|黑猫另有未向金蛇说明的任务|计划|TRUE|A|SECRET|金蛇从措辞起疑，不知道刺王目标。
170|郁金香预感的灾难将发生|战斗情报|UNKNOWN|D|PRIVATE|预感存在不证明预知能力；矢未将其落实成正式预警。
171|此前半蜕是敌方针对后续攻城的试演|事件真相|UNKNOWN|D|PRIVATE|矢墨从兽形相似推测，不能把推测变确定幕后部署。
172|妮姆在墨荷当次亲验时安全|生死状态|TRUE|A|PRIVATE|严格当时安全，后死亡使当前信息过时。
173|战场出现第二只羽|战斗情报|TRUE|A|ROLE_RESTRICTED|亲见现象；另拆历史蜂自报及同一性未决。
174|石蒜在矢与墨离开后独自昙开|历史事件|TRUE|A|SECRET|两人无现场观察权限；后来遗言死讯不自动赋唱名细节。
175|墨荷猜握今可为救矢找到规避崩毁办法|计划|TRUE|A|PRIVATE|猜测行为为A，方案内容可行性C/D，未告诉矢完整推理。
176|握今在该战暂缓了矢的崩毁|能力机制|TRUE|A|PRIVATE|矢体验暂停，不自动知道墨的另一救法和全部代价。
177|战后处理伤员的妖精人员自述效忠国度|组织成员|TRUE|A|SECRET|亲见自述A，不能把一度怀疑升级伤员全死；幸存者后有疗养证据。
178|妮姆在战争中死亡|生死状态|TRUE|A|PRIVATE|林探望获死讯；墨已有丧妹知识，当年安全不能沿用。
179|妮姆最后以踏明引兽离开平民并冲向雷区|历史事件|TRUE|A|SECRET|林列车读取认证牌记忆才获，死亡听闻与行动细节分开。
180|龙胆与翠雀是同一名魔法少女|秘密身份|TRUE|A|SECRET|土狗于末场前亲见揭伪；矢旧名另连035，不含男身。
181|褐鹈原本是魔法少女木槿|秘密身份|TRUE|A|ORGANIZATION_INTERNAL|收押现场核对，不公开给考生。
182|祖母绿在金蛇交易中保留特定经历并查账反制|能力机制|TRUE|A|PRIVATE|不能命名通用时间循环或全知重置；观察保留与解释分开。
183|薄荷与箭根薯是共同生活过的姐妹并卷入食祭|家庭关系|TRUE|A|PRIVATE|现场听到仅局部，童年收留/半年受训/分离回忆不自动给小白。
184|白狼使用妃黛莉之名|身份|TRUE|A|SECRET|原读者条目不造NPC普遍知情；现场称名另核发言收听者。
185|本届末场考核已经暂停并组织撤离|组织权限|TRUE|A|PUBLIC|外场公告不是食祭结界内已获救或能听到。
186|=198|与188同一黑猫获亲子宣称记录，EV0155绑定过早，改接EV0157，不新增传播。
187|本次袭击目标可能是女王|计划|TRUE|A|SECRET|白推测，羊自述偷听；四人只听到有限说法，女王已死为另个假说。
188|=198|黑猫在EV0157听亲子宣称；内容D，不能以听到认完整创造机制。
189|可以用改成残兽底色替代少女力量失效|能力机制|UNKNOWN|D|SECRET|黑猫的替代提议未普适验证，翠不接受以此保障所有人。
190|恨今难握通过时间错位表现作用|能力机制|UNKNOWN|D|PRIVATE|翠战中测试局部支持的解释，不写已掌完整原理。
191|幻命织华在末战造成特定胜负结果|战斗情报|UNKNOWN|F|UNKNOWN_SCOPE|正文止于唱名，没有效果结局；严禁补胜负。
192|开篇方亭已有新任魔法少女公开出战|身份|TRUE|A|PUBLIC|林通勤看见陌生蓝色少女，非当场认白玫且未看完整战果。
193|林昀曾参加花园防卫战|历史事件|TRUE|A|SECRET|红经外市→播种者回复、苏旧述、林部分承认拼出；不是完整宫中往事。
194|小璐在比试前已由玛教会浊化操作|能力机制|TRUE|A|PRIVATE|三天学习证据，翠当时尚未知技术，不以同队自动同步。
195|妮妮准备回国接受指派，职务不能任意转给摩可|组织权限|TRUE|A|PRIVATE|摩可由妮妮告知，准备不是已到达；不等物种血亲。
196|田胜在福利院曾主动施术救人|历史事件|TRUE|A|PRIVATE|后来只记躲藏受救，改用MEMORY_LOSS并记录错误片段；施术者及精确清忆时刻F。
197|白静萱的魔力底色由残兽偏向魔法少女|能力机制|TRUE|A|SECRET|祖初判反向→检查修正；解释内容D，现象/后文支持与知情强度分列。
198|女王自称林昀的唯一亲源|家庭关系|UNKNOWN|D|HIGHLY_SECRET|林历史听闻先激动信母后疑惧，黑猫当代才听；不裁成生物学定论。
199|少女力量的延续依赖女王|能力机制|UNKNOWN|D|HIGHLY_SECRET|女王解释与翠用以护驾的风险判断；不可写所有少女已知或必然失能。
200|=183|增加小在阻止自伤时听到的姐妹牵挂，不把“都知道”扩展整段回忆。
201|安雅已经死亡|生死状态|TRUE|A|PRIVATE|客观死讯与林/玛/白不同获知时间分列。
202|白静萱正在准备返校|计划|TRUE|A|PRIVATE|小旅途补习支持部分知情；不补已注册或具体学校。
203|=097|空壳TEMP没有主体行；保留映射与废弃空壳说明，信息由205/204承接。
204|=097|同EV0086重复转述，归并但保留映射。
205|=097|历史玛听苏本人和当代转述分开，真实去向不升级。
206|当晚的残兽可能给新人带来危险|战斗情报|TRUE|A|PRIVATE|初次断续警告没有地点，回拨002才补地点；来电者身份仍匿名。
207|林昀能与心之种建立连接|能力机制|TRUE|A|SECRET|兔形妖精由否定转目击白光确认；安雅远处作战不能自动算亲见。
